player_id,name,dob,birth_place,gp,pts,rbs,ast,fg,fg3,ft,efg,per,ws,venus_cycle,lat,lon,sun,moon,mercury,venus,mars,jupiter,saturn,uranus,neptune,pluto,nn,sn,asc,mc
swordcr01,Craig Sword,1994-01-16,"Montgomery, Alabama",3,2.0,0.0,0.3,75.0,0.0,0.0,75.0,14.2,0.1,Blue_4,32.359185,-86.239651,CAPRICORN,PISCES,AQUARIUS,CAPRICORN,CAPRICORN,SCORPIO,AQUARIUS,CAPRICORN,CAPRICORN,SCORPIO,SAGITTARIUS,GEMINI,CAPRICORN,SCORPIO
harremo01,Montrezl Harrell,1994-01-26,"Tarboro, North Carolina",515,12.1,5.0,1.3,61.9,10.8,66.4,62.0,22.3,42.9,Blue_4,35.90454,-77.553403,AQUARIUS,CANCER,AQUARIUS,AQUARIUS,CAPRICORN,SCORPIO,AQUARIUS,CAPRICORN,CAPRICORN,SCORPIO,SCORPIO,TAURUS,AQUARIUS,SCORPIO
bolomjo01,Joel Bolomboy,1994-01-28,"Kiev, Ukraine",18,1.7,1.5,0.1,54.5,20.0,50.0,56.8,16.4,0.3,Blue_4,46.322377,34.156943,AQUARIUS,LEO,AQUARIUS,AQUARIUS,AQUARIUS,SCORPIO,AQUARIUS,CAPRICORN,CAPRICORN,SCORPIO,SCORPIO,TAURUS,CANCER,PISCES
burtode02,Deonte Burton,1994-01-31,"Milwaukee, Wisconsin",73,2.5,1.2,0.4,36.4,22.2,61.5,40.7,5.2,0.4,Blue_4,43.063146,-87.948334,AQUARIUS,LIBRA,AQUARIUS,AQUARIUS,AQUARIUS,SCORPIO,PISCES,CAPRICORN,CAPRICORN,SCORPIO,SCORPIO,TAURUS,CAPRICORN,SCORPIO
warneja01,Jameel Warney,1994-01-31,"New Brunswick, New Jersey",3,5.7,3.0,0.0,58.3,0.0,60.0,58.3,22.5,0.1,Blue_4,40.489547,-74.448314,AQUARIUS,LIBRA,AQUARIUS,AQUARIUS,AQUARIUS,SCORPIO,PISCES,CAPRICORN,CAPRICORN,SCORPIO,SCORPIO,TAURUS,AQUARIUS,SCORPIO
clevean01,Antonius Cleveland,1994-02-02,"Memphis, Tennessee",28,1.2,0.8,0.1,34.3,42.9,63.6,38.6,4.0,0.1,Blue_4,35.112125,-89.954644,AQUARIUS,SCORPIO,PISCES,AQUARIUS,AQUARIUS,SCORPIO,PISCES,CAPRICORN,CAPRICORN,SCORPIO,SCORPIO,TAURUS,CAPRICORN,SCORPIO
cavanty01,Tyler Cavanaugh,1994-02-09,"Syracuse, New York",50,3.8,2.7,0.6,43.2,35.1,82.6,53.4,12.4,1.2,Blue_4,43.043536,-76.148211,AQUARIUS,AQUARIUS,PISCES,AQUARIUS,AQUARIUS,SCORPIO,PISCES,CAPRICORN,CAPRICORN,SCORPIO,SCORPIO,TAURUS,AQUARIUS,SAGITTARIUS
brimaam01,Amida Brimah,1994-02-11,"Accra, Ghana",5,2.6,1.6,0.2,62.5,0.0,100.0,62.5,16.6,0.0,Blue_4,5.545935,-0.210089,AQUARIUS,PISCES,PISCES,AQUARIUS,AQUARIUS,SCORPIO,PISCES,CAPRICORN,CAPRICORN,SCORPIO,SCORPIO,TAURUS,TAURUS,AQUARIUS
purviro01,Rodney Purvis,1994-02-14,"Plymouth, North Carolina",16,6.0,1.7,1.1,32.7,25.0,86.7,38.8,4.5,0.3,Blue_4,35.860888,-76.743368,AQUARIUS,ARIES,PISCES,PISCES,AQUARIUS,SCORPIO,PISCES,CAPRICORN,CAPRICORN,SCORPIO,SCORPIO,TAURUS,AQUARIUS,SAGITTARIUS
zipsepa01,Paul Zipser,1994-02-18,"Heidelberg, Germany",98,4.7,2.6,0.8,37.1,33.5,76.9,44.8,6.1,0.0,Blue_4,49.37625,8.769869,AQUARIUS,TAURUS,PISCES,PISCES,AQUARIUS,SCORPIO,PISCES,CAPRICORN,CAPRICORN,SCORPIO,SCORPIO,TAURUS,CANCER,PISCES
paytoel01,Elfrid Payton,1994-02-22,"Gretna, Louisiana",500,10.1,4.0,5.7,44.7,28.7,62.3,46.7,14.6,15.8,Blue_4,29.91557,-90.054694,PISCES,CANCER,AQUARIUS,PISCES,AQUARIUS,SCORPIO,PISCES,CAPRICORN,CAPRICORN,SCORPIO,SCORPIO,TAURUS,AQUARIUS,SAGITTARIUS
vanvlfr01,Fred VanVleet,1994-02-25,"Rockford, Illinois",417,14.6,3.3,5.3,40.2,37.3,86.9,50.0,16.2,32.5,Blue_4,42.266328,-89.080291,PISCES,LEO,AQUARIUS,PISCES,AQUARIUS,SCORPIO,PISCES,CAPRICORN,CAPRICORN,SCORPIO,SCORPIO,TAURUS,AQUARIUS,SAGITTARIUS
carusal01,Alex Caruso,1994-02-28,"College Station, Texas",292,6.0,2.6,2.7,42.9,36.5,74.9,50.9,11.3,11.8,Blue_4,30.589787,-96.294573,PISCES,LIBRA,AQUARIUS,PISCES,AQUARIUS,SCORPIO,PISCES,CAPRICORN,CAPRICORN,SCORPIO,SCORPIO,TAURUS,AQUARIUS,SAGITTARIUS
smartma01,Marcus Smart,1994-03-06,"Flower Mound, Texas",581,10.6,3.5,4.6,38.6,32.3,77.7,47.1,12.4,33.3,Blue_4,33.025755,-97.09755,PISCES,CAPRICORN,AQUARIUS,PISCES,AQUARIUS,SCORPIO,PISCES,CAPRICORN,CAPRICORN,SCORPIO,SCORPIO,TAURUS,AQUARIUS,SAGITTARIUS
laymaja01,Jake Layman,1994-03-07,"Norwood, Massachusetts",243,4.8,1.7,0.5,46.0,30.0,71.9,52.6,11.1,3.8,Blue_4,42.187562,-71.194247,PISCES,CAPRICORN,AQUARIUS,PISCES,PISCES,SCORPIO,PISCES,CAPRICORN,CAPRICORN,SCORPIO,SCORPIO,TAURUS,ARIES,CAPRICORN
frazimi01,Michael Frazier,1994-03-08,"The Bronx, New York",13,2.1,0.8,0.2,24.1,17.4,64.3,31.0,0.9,0.2,Blue_4,0.0,0.0,PISCES,AQUARIUS,AQUARIUS,PISCES,PISCES,SCORPIO,PISCES,CAPRICORN,CAPRICORN,SCORPIO,SCORPIO,TAURUS,ARIES,CAPRICORN
grantje01,Jerami Grant,1994-03-12,"Portland, Oregon",618,12.3,4.0,1.5,45.6,35.8,73.7,51.9,14.0,32.2,Blue_4,45.533467,-122.650095,PISCES,PISCES,AQUARIUS,ARIES,PISCES,SCORPIO,PISCES,CAPRICORN,CAPRICORN,SCORPIO,SCORPIO,TAURUS,CAPRICORN,SCORPIO
embiijo01,Joel Embiid,1994-03-16,"Yaounde, Cameroon",394,27.2,11.2,3.4,50.1,33.7,81.9,53.3,27.9,56.0,Blue_4,0.0,0.0,PISCES,TAURUS,AQUARIUS,ARIES,PISCES,SCORPIO,PISCES,CAPRICORN,CAPRICORN,SCORPIO,SCORPIO,TAURUS,ARIES,CAPRICORN
roziete01,Terry Rozier,1994-03-17,"Youngstown, Ohio",540,13.6,3.9,3.4,41.7,36.7,81.9,50.4,14.9,25.8,Blue_4,41.098842,-80.652223,PISCES,TAURUS,AQUARIUS,ARIES,PISCES,SCORPIO,PISCES,CAPRICORN,CAPRICORN,SCORPIO,SCORPIO,TAURUS,ARIES,CAPRICORN
dunnkr01.,Kris Dunn,1994-03-18,"New London, Connecticut",267,8.6,3.4,4.3,43.2,31.3,74.4,46.6,12.4,5.8,Blue_4,41.359829,-72.105462,PISCES,GEMINI,AQUARIUS,ARIES,PISCES,SCORPIO,PISCES,CAPRICORN,CAPRICORN,SCORPIO,SCORPIO,TAURUS,ARIES,CAPRICORN
princta02,Taurean Prince,1994-03-22,"San Marcos, Texas",424,10.4,3.7,1.7,42.1,37.2,81.8,51.6,11.3,9.6,Blue_4,29.879991,-97.94095,ARIES,CANCER,PISCES,ARIES,PISCES,SCORPIO,PISCES,CAPRICORN,CAPRICORN,SCORPIO,SCORPIO,TAURUS,PISCES,SAGITTARIUS
arcidry01,Ryan Arcidiacono,1994-03-26,"Philadelphia, Pennsylvania",237,4.4,1.9,2.0,42.4,37.3,80.7,53.1,9.9,6.1,Blue_4,39.990821,-75.168428,ARIES,VIRGO,PISCES,ARIES,PISCES,SCORPIO,PISCES,CAPRICORN,CAPRICORN,SCORPIO,SCORPIO,TAURUS,TAURUS,CAPRICORN
georgma01,Marcus Georges-Hunt,1994-03-28,"Miami, Florida",47,1.6,0.5,0.2,41.8,29.4,71.0,46.4,7.5,0.3,Blue_4,25.766368,-80.210268,ARIES,LIBRA,PISCES,ARIES,PISCES,SCORPIO,PISCES,CAPRICORN,CAPRICORN,SCORPIO,SCORPIO,TAURUS,ARIES,CAPRICORN
siakapa01,Pascal Siakam,1994-04-02,"Douala, Cameroon",471,17.0,6.5,3.5,48.7,32.7,77.4,52.6,18.1,41.0,Black_3,3.75528,9.94472,ARIES,CAPRICORN,PISCES,TAURUS,PISCES,SCORPIO,PISCES,CAPRICORN,CAPRICORN,SCORPIO,SCORPIO,TAURUS,CANCER,ARIES
masonfr01,Frank Mason III,1994-04-03,"Petersburg, Virginia",103,6.7,2.0,2.6,39.6,30.1,75.5,43.8,12.8,1.2,Black_3,38.90928,-78.05333,ARIES,CAPRICORN,PISCES,TAURUS,PISCES,SCORPIO,PISCES,CAPRICORN,CAPRICORN,SCORPIO,SCORPIO,TAURUS,TAURUS,CAPRICORN
saricda01,Dario Šarić,1994-04-08,"Sibenik, Croatia",413,11.0,5.6,1.9,44.3,36.0,83.8,51.8,14.0,18.1,Black_3,44.22083,15.59139,ARIES,PISCES,PISCES,TAURUS,PISCES,SCORPIO,PISCES,CAPRICORN,CAPRICORN,SCORPIO,SCORPIO,TAURUS,LEO,TAURUS
noelne01.,Nerlens Noel,1994-04-10,"Malden, Massachusetts",467,7.1,6.1,1.1,54.6,20.0,65.5,54.7,16.5,28.3,Black_3,42.427944,-71.065205,ARIES,ARIES,ARIES,TAURUS,PISCES,SCORPIO,PISCES,CAPRICORN,CAPRICORN,SCORPIO,SCORPIO,TAURUS,TAURUS,AQUARIUS
robindu01,Duncan Robinson,1994-04-22,"York, Maine",281,11.1,2.8,1.5,42.9,39.9,86.6,59.9,11.1,13.6,Black_3,43.15092,-70.66616,TAURUS,VIRGO,ARIES,TAURUS,ARIES,SCORPIO,PISCES,CAPRICORN,CAPRICORN,SCORPIO,SCORPIO,TAURUS,GEMINI,AQUARIUS
rathaxa01,Xavier Rathan-Mayes,1994-04-29,"Scarborough, Ontario",5,5.8,1.0,3.6,28.6,7.1,44.4,29.8,0.9,0.4,Black_3,0.0,0.0,TAURUS,SAGITTARIUS,TAURUS,GEMINI,ARIES,SCORPIO,PISCES,CAPRICORN,CAPRICORN,SCORPIO,SCORPIO,TAURUS,GEMINI,PISCES
dotsoda01,Damyean Dotson,1994-05-06,"Houston, Texas",213,7.5,2.5,1.5,41.7,34.5,71.1,50.4,10.3,3.0,Black_3,37.321449,-91.963436,TAURUS,PISCES,TAURUS,GEMINI,ARIES,SCORPIO,PISCES,CAPRICORN,CAPRICORN,SCORPIO,SCORPIO,TAURUS,GEMINI,AQUARIUS
dekkesa01,Sam Dekker,1994-05-06,"Sheboygan, Wisconsin",201,5.4,3.0,0.8,47.8,28.8,60.6,52.5,12.7,5.4,Black_3,43.756279,-87.723689,TAURUS,PISCES,TAURUS,GEMINI,ARIES,SCORPIO,PISCES,CAPRICORN,CAPRICORN,SCORPIO,SCORPIO,TAURUS,GEMINI,AQUARIUS
capelca01,Clint Capela,1994-05-18,"Geneva, Switzerland",536,12.4,10.7,1.0,62.7,0.0,53.3,62.7,22.2,60.1,Black_3,46.201511,6.143889,TAURUS,LEO,GEMINI,GEMINI,ARIES,SCORPIO,PISCES,CAPRICORN,CAPRICORN,SCORPIO,SCORPIO,TAURUS,VIRGO,GEMINI
martija01,Jarell Martin,1994-05-24,"Baton Rouge, Louisiana",184,5.4,3.5,0.6,43.4,34.6,76.6,47.0,10.5,3.2,Black_3,30.46297,-91.14273,GEMINI,SCORPIO,GEMINI,CANCER,TAURUS,SCORPIO,PISCES,CAPRICORN,CAPRICORN,SCORPIO,SCORPIO,TAURUS,GEMINI,AQUARIUS
hernawi01,Willy Hernangómez,1994-05-27,"Madrid, Spain",344,7.3,5.8,1.1,53.3,30.6,71.3,54.3,20.2,16.3,Black_3,40.429913,-3.669245,GEMINI,CAPRICORN,GEMINI,CANCER,TAURUS,SCORPIO,PISCES,CAPRICORN,CAPRICORN,SCORPIO,SCORPIO,TAURUS,VIRGO,GEMINI
wallaty01,Tyrone Wallace,1994-06-10,"Bakersfield, California",112,5.1,2.1,1.1,42.2,20.7,65.6,43.8,8.1,0.1,Black_3,35.369763,-118.969794,GEMINI,CANCER,CANCER,CANCER,TAURUS,SCORPIO,PISCES,CAPRICORN,CAPRICORN,SCORPIO,SCORPIO,TAURUS,GEMINI,AQUARIUS
muldemy01,Mychal Mulder,1994-06-12,"Etobicoke, Ontario",84,5.8,1.3,0.5,41.3,36.9,71.1,55.7,8.9,1.0,Black_3,0.0,0.0,GEMINI,CANCER,CANCER,CANCER,TAURUS,SCORPIO,PISCES,CAPRICORN,CAPRICORN,SCORPIO,SCORPIO,TAURUS,CANCER,ARIES
johnsbr02,Brice Johnson,1994-06-27,"Orangeburg, South Carolina",21,2.2,1.6,0.1,44.9,0.0,60.0,44.9,18.1,0.1,Black_3,33.496498,-80.862668,CANCER,AQUARIUS,CANCER,LEO,TAURUS,SCORPIO,PISCES,CAPRICORN,CAPRICORN,SCORPIO,SCORPIO,TAURUS,CANCER,ARIES
cookech01,Charles Cooke,1994-07-01,"Trenton, New Jersey",13,0.5,0.2,0.1,14.3,12.5,50.0,17.9,5.1,0.2,Black_3,40.220327,-74.752724,CANCER,ARIES,CANCER,LEO,TAURUS,SCORPIO,PISCES,CAPRICORN,CAPRICORN,SCORPIO,SCORPIO,TAURUS,LEO,ARIES
whitede01,Derrick White,1994-07-02,"Parker, Colorado",345,11.7,3.4,3.8,44.7,35.2,84.6,52.4,15.3,22.7,Black_3,39.477644,-104.798268,CANCER,ARIES,CANCER,LEO,TAURUS,SCORPIO,PISCES,CAPRICORN,CAPRICORN,SCORPIO,SCORPIO,TAURUS,CANCER,PISCES
birdja01.,Jabari Bird,1994-07-03,"Walnut Creek, California",13,3.0,1.5,0.6,57.7,42.9,46.2,63.5,12.1,0.2,Black_3,37.921308,-122.014741,CANCER,TAURUS,GEMINI,LEO,TAURUS,SCORPIO,PISCES,CAPRICORN,CAPRICORN,SCORPIO,SCORPIO,TAURUS,GEMINI,PISCES
bembrde01,DeAndre' Bembry,1994-07-04,"Charlotte, North Carolina",296,5.9,3.2,1.8,47.4,28.3,61.1,50.9,10.5,4.4,Black_3,35.19534,-80.81711,CANCER,TAURUS,GEMINI,LEO,GEMINI,SCORPIO,PISCES,CAPRICORN,CAPRICORN,SCORPIO,SCORPIO,TAURUS,LEO,ARIES
adamsjo01,Jordan Adams,1994-07-08,"Atlanta, Georgia",32,3.2,0.9,0.6,40.2,38.5,60.7,45.7,13.1,0.4,Black_3,33.769805,-84.414581,CANCER,CANCER,GEMINI,LEO,GEMINI,SCORPIO,PISCES,CAPRICORN,CAPRICORN,SCORPIO,SCORPIO,TAURUS,LEO,ARIES
mickejo01,Jordan Mickey,1994-07-09,"Dallas, Texas",64,2.4,2.0,0.3,44.9,11.8,60.5,45.7,10.9,0.5,Black_3,32.736212,-96.784359,CANCER,CANCER,GEMINI,LEO,GEMINI,SCORPIO,PISCES,CAPRICORN,CAPRICORN,SCORPIO,SCORPIO,TAURUS,CANCER,ARIES
taylois01,Isaiah Taylor,1994-07-11,"Hayward, California",71,6.3,1.4,2.9,41.3,24.4,69.9,43.8,10.4,0.6,Black_3,37.64271,-120.3713,CANCER,LEO,CANCER,VIRGO,GEMINI,SCORPIO,PISCES,CAPRICORN,CAPRICORN,SCORPIO,SCORPIO,TAURUS,CANCER,PISCES
hicksis01,Isaiah Hicks,1994-07-24,"Oxford, North Carolina",21,4.4,2.3,0.9,46.3,22.2,69.6,47.5,8.0,0.1,Black_3,36.312317,-78.590336,LEO,AQUARIUS,CANCER,VIRGO,GEMINI,SCORPIO,PISCES,CAPRICORN,CAPRICORN,SCORPIO,SCORPIO,TAURUS,LEO,TAURUS
barbeca01,Cat Barber,1994-07-25,"Newport News, Virginia",3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,11.2,0.1,Black_3,37.077755,-76.514264,LEO,PISCES,CANCER,VIRGO,GEMINI,SCORPIO,PISCES,CAPRICORN,CAPRICORN,SCORPIO,SCORPIO,TAURUS,LEO,TAURUS
paigeja01,Jaysean Paige,1994-07-30,"Jamestown, New York",1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,22.2,0.1,Black_3,42.097498,-79.236633,LEO,TAURUS,CANCER,VIRGO,GEMINI,SCORPIO,PISCES,CAPRICORN,CAPRICORN,SCORPIO,SCORPIO,TAURUS,LEO,TAURUS
thomama02,Matt Thomas,1994-08-04,"Decatur, Illinois",126,4.0,1.2,0.5,43.3,40.4,80.4,56.6,10.9,2.0,Black_3,39.853068,-88.935244,LEO,CANCER,LEO,VIRGO,GEMINI,SCORPIO,PISCES,CAPRICORN,CAPRICORN,SCORPIO,SCORPIO,TAURUS,LEO,TAURUS
huntevi01,Vince Hunter,1994-08-05,"Detroit, Michigan",4,1.5,0.8,0.0,60.0,0.0,0.0,60.0,35.8,0.0,Black_3,42.398649,-83.164515,LEO,CANCER,LEO,VIRGO,GEMINI,SCORPIO,PISCES,CAPRICORN,CAPRICORN,SCORPIO,SCORPIO,TAURUS,LEO,TAURUS
payneca01,Cameron Payne,1994-08-08,"Memphis, Tennessee",327,8.0,2.2,3.4,42.0,36.3,81.6,49.3,13.4,9.3,Black_3,35.112125,-89.954644,LEO,VIRGO,LEO,LIBRA,GEMINI,SCORPIO,PISCES,CAPRICORN,CAPRICORN,SCORPIO,SCORPIO,TAURUS,LEO,TAURUS
mccalta01,Tahjere McCall,1994-08-17,"Philadelphia, Pennsylvania",1,4.0,1.0,0.0,66.7,0.0,0.0,66.7,9.6,0.0,Black_3,39.990821,-75.168428,LEO,CAPRICORN,LEO,LIBRA,CANCER,SCORPIO,PISCES,CAPRICORN,CAPRICORN,SCORPIO,SCORPIO,TAURUS,VIRGO,GEMINI
goodwar01,Archie Goodwin,1994-08-17,"Little Rock, Arkansas",165,6.3,2.0,1.2,42.9,23.6,70.0,45.5,11.6,1.1,Black_3,34.713561,-92.355844,LEO,CAPRICORN,LEO,LIBRA,CANCER,SCORPIO,PISCES,CAPRICORN,CAPRICORN,SCORPIO,SCORPIO,TAURUS,LEO,TAURUS
nurkiju01,Jusuf Nurkić,1994-08-23,"Tuzla, Bosnia and Herzegovina",463,12.3,8.6,2.3,50.2,29.2,67.1,51.0,19.2,26.0,Red_2,44.53842,18.66709,VIRGO,PISCES,VIRGO,LIBRA,CANCER,SCORPIO,PISCES,CAPRICORN,CAPRICORN,SCORPIO,SCORPIO,TAURUS,SAGITTARIUS,VIRGO
ennisty01,Tyler Ennis,1994-08-24,"Brampton, Ontario",186,4.2,1.3,1.9,41.9,31.7,76.8,46.3,10.3,1.3,Red_2,43.711894,-79.750177,VIRGO,ARIES,VIRGO,LIBRA,CANCER,SCORPIO,PISCES,CAPRICORN,CAPRICORN,SCORPIO,SCORPIO,TAURUS,VIRGO,GEMINI
leverca01,Caris LeVert,1994-08-25,"Columbus, Ohio",392,14.1,3.8,3.9,43.6,34.4,73.5,49.6,14.5,16.3,Red_2,39.98072,-82.985586,VIRGO,ARIES,VIRGO,LIBRA,CANCER,SCORPIO,PISCES,CAPRICORN,CAPRICORN,SCORPIO,SCORPIO,TAURUS,VIRGO,GEMINI
wileyja01,Jacob Wiley,1994-09-04,"Bellevue, Washington",5,0.8,2.2,0.4,25.0,50.0,50.0,37.5,8.2,0.1,Red_2,40.16452,-80.25395,VIRGO,LEO,LIBRA,LIBRA,CANCER,SCORPIO,PISCES,CAPRICORN,CAPRICORN,SCORPIO,SCORPIO,TAURUS,VIRGO,GEMINI
jacksde01,Demetrius Jackson,1994-09-07,"South Bend, Indiana",26,1.8,0.7,0.7,48.6,28.6,66.7,54.1,13.0,0.2,Red_2,41.666386,-86.267592,VIRGO,LIBRA,LIBRA,LIBRA,CANCER,SCORPIO,PISCES,CAPRICORN,CAPRICORN,SCORPIO,SCORPIO,TAURUS,VIRGO,GEMINI
wainris01,Ish Wainright,1994-09-12,"Kansas City, Missouri",105,3.4,1.8,0.6,37.8,32.8,76.7,49.2,9.3,2.3,Red_2,39.051003,-94.541461,VIRGO,SAGITTARIUS,LIBRA,SCORPIO,CANCER,SCORPIO,PISCES,CAPRICORN,CAPRICORN,SCORPIO,SCORPIO,TAURUS,VIRGO,GEMINI
harriga01,Gary Harris,1994-09-14,"Fishers, Indiana",516,11.5,2.4,2.0,44.8,37.0,81.5,53.0,12.3,23.1,Red_2,39.944826,-85.940666,VIRGO,CAPRICORN,LIBRA,SCORPIO,CANCER,SCORPIO,PISCES,CAPRICORN,CAPRICORN,SCORPIO,SCORPIO,TAURUS,VIRGO,GEMINI
willini01,Nigel Williams-Goss,1994-09-16,"Happy Valley, Oregon",10,1.4,0.6,0.6,31.3,28.6,100.0,37.5,8.1,0.0,Red_2,45.447236,-122.520419,VIRGO,AQUARIUS,LIBRA,SCORPIO,CANCER,SCORPIO,PISCES,CAPRICORN,CAPRICORN,SCORPIO,SCORPIO,TAURUS,VIRGO,TAURUS
seldewa01,Wayne Selden,1994-09-30,"Roxbury, Massachusetts",127,7.2,2.0,1.5,41.5,34.4,71.8,48.4,9.1,0.2,Red_2,0.0,0.0,LIBRA,LEO,SCORPIO,SCORPIO,CANCER,SCORPIO,PISCES,CAPRICORN,CAPRICORN,SCORPIO,SCORPIO,TAURUS,LIBRA,LEO
perralo01,London Perrantes,1994-10-03,"Los Angeles, California",14,0.5,0.3,0.4,15.4,0.0,60.0,15.4,0.7,0.1,Red_2,34.05513,-118.25703,LIBRA,VIRGO,SCORPIO,SCORPIO,CANCER,SCORPIO,PISCES,CAPRICORN,CAPRICORN,SCORPIO,SCORPIO,TAURUS,VIRGO,GEMINI
tobeymi01,Mike Tobey,1994-10-10,"Monroe, New York",2,1.0,1.5,0.5,25.0,0.0,0.0,25.0,0.1,0.0,Red_2,41.320776,-74.180857,LIBRA,CAPRICORN,SCORPIO,SCORPIO,LEO,SCORPIO,PISCES,CAPRICORN,CAPRICORN,SCORPIO,SCORPIO,TAURUS,LIBRA,LEO
watanyu01,Yuta Watanabe,1994-10-13,"Yokohama, Japan",179,4.3,2.5,0.7,43.9,39.0,68.7,54.0,11.3,4.3,Red_2,33.95,135.11667,LIBRA,AQUARIUS,SCORPIO,SCORPIO,LEO,SCORPIO,PISCES,CAPRICORN,CAPRICORN,SCORPIO,SCORPIO,TAURUS,GEMINI,PISCES
garrebi01,Billy Garrett,1994-10-16,"Chicago, Illinois",4,6.5,0.8,1.8,40.7,0.0,100.0,40.7,9.8,0.0,Red_2,41.87897,-87.66063,LIBRA,PISCES,SCORPIO,SCORPIO,LEO,SCORPIO,PISCES,CAPRICORN,CAPRICORN,SCORPIO,SCORPIO,TAURUS,LIBRA,CANCER
quartti01,Tim Quarterman,1994-10-27,"Savannah, Georgia",19,1.8,0.9,0.6,43.8,33.3,40.0,51.6,9.2,0.1,Red_2,32.043334,-81.099581,SCORPIO,LEO,LIBRA,SCORPIO,LEO,SCORPIO,PISCES,CAPRICORN,CAPRICORN,SCORPIO,SCORPIO,TAURUS,SCORPIO,LEO
harriaa01,Aaron Harrison,1994-10-28,"San Antonio, Texas",35,2.3,1.2,0.5,26.1,21.8,61.3,32.6,4.5,0.1,Red_2,0.0,0.0,SCORPIO,LEO,LIBRA,SCORPIO,LEO,SCORPIO,PISCES,CAPRICORN,CAPRICORN,SCORPIO,SCORPIO,TAURUS,SCORPIO,LEO
harrian01,Andrew Harrison,1994-10-28,"San Antonio, Texas",145,7.0,2.0,2.8,37.3,29.4,77.9,42.9,10.3,3.2,Red_2,0.0,0.0,SCORPIO,LEO,LIBRA,SCORPIO,LEO,SCORPIO,PISCES,CAPRICORN,CAPRICORN,SCORPIO,SCORPIO,TAURUS,SCORPIO,LEO
palmetr01,Trayvon Palmer,1994-11-13,"Milwaukee, Wisconsin",1,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.7,0.0,Red_2,43.063146,-87.948334,SCORPIO,PISCES,SCORPIO,SCORPIO,LEO,SCORPIO,PISCES,CAPRICORN,CAPRICORN,SCORPIO,SCORPIO,TAURUS,SCORPIO,LEO
thornsi01,Sindarius Thornwell,1994-11-15,"Lancaster, South Carolina",160,2.5,1.3,0.7,40.7,34.0,67.2,45.9,7.6,1.1,Red_2,34.726672,-80.782845,SCORPIO,ARIES,SCORPIO,SCORPIO,LEO,SCORPIO,PISCES,CAPRICORN,CAPRICORN,SCORPIO,SCORPIO,TAURUS,SCORPIO,VIRGO
clarkga01,Gary Clark,1994-11-16,"Smithfield, North Carolina",170,3.1,2.5,0.5,35.1,32.6,83.8,48.9,9.0,3.0,Red_2,35.509896,-78.351514,SCORPIO,TAURUS,SCORPIO,SCORPIO,LEO,SCORPIO,PISCES,CAPRICORN,CAPRICORN,SCORPIO,SCORPIO,TAURUS,SCORPIO,VIRGO
delgaan01,Ángel Delgado,1994-11-20,"Santo Domgo, Dominican Republic",2,1.5,2.0,0.0,20.0,0.0,50.0,20.0,4.3,0.0,Red_2,0.0,0.0,SCORPIO,GEMINI,SCORPIO,SCORPIO,LEO,SCORPIO,PISCES,CAPRICORN,CAPRICORN,SCORPIO,SCORPIO,TAURUS,SAGITTARIUS,VIRGO
randlju01,Julius Randle,1994-11-29,"Dallas, Texas",595,18.7,9.4,3.6,47.0,33.6,74.5,50.9,18.1,39.5,Red_2,32.736212,-96.784359,SAGITTARIUS,LIBRA,SCORPIO,SCORPIO,LEO,SCORPIO,PISCES,CAPRICORN,CAPRICORN,SCORPIO,SCORPIO,TAURUS,SCORPIO,LEO
willike04,Kenrich Williams,1994-12-02,"Waco, Texas",253,6.8,4.6,2.0,46.8,35.2,52.0,54.1,12.2,10.0,Red_2,31.561038,-97.196228,SAGITTARIUS,SAGITTARIUS,SAGITTARIUS,SCORPIO,LEO,SCORPIO,PISCES,CAPRICORN,CAPRICORN,SCORPIO,SCORPIO,TAURUS,SCORPIO,VIRGO
lundbga01,Gabriel Lundberg,1994-12-04,"Copenhagen, Denmark",4,3.3,1.8,2.8,26.3,37.5,0.0,34.2,7.7,0.0,Red_2,43.893188,-75.67262,SAGITTARIUS,CAPRICORN,SAGITTARIUS,SCORPIO,LEO,SCORPIO,PISCES,CAPRICORN,CAPRICORN,SCORPIO,SCORPIO,TAURUS,SAGITTARIUS,VIRGO
ojelese01,Semi Ojeleye,1994-12-05,"Overland Park, Kansas",284,3.4,2.2,0.4,38.4,34.4,71.7,49.4,7.0,5.2,Red_2,38.908315,-94.694397,SAGITTARIUS,CAPRICORN,SAGITTARIUS,SCORPIO,LEO,SCORPIO,PISCES,CAPRICORN,CAPRICORN,SCORPIO,SCORPIO,TAURUS,SCORPIO,VIRGO
antetgi01,Giannis Antetokounmpo,1994-12-06,"Athens, Greece",719,22.6,9.6,4.7,53.7,28.7,70.8,55.9,24.9,96.1,Red_2,37.988579,23.728541,SAGITTARIUS,AQUARIUS,SAGITTARIUS,SCORPIO,LEO,SCORPIO,PISCES,CAPRICORN,CAPRICORN,SCORPIO,SCORPIO,TAURUS,ARIES,CAPRICORN
